10955	Pingente do Fogo+10	Não pode ser refinado ou negociado.
10956	Pingente do Gelo+10	Não pode ser refinado ou negociado.
10957	Pingente do Vento+10	Não pode ser refinado ou negociado.
10958	Pingente do Trovão+10	Não pode ser refinado ou negociado.
10959	Pingente da Terra+10	Não pode ser refinado ou negociado.
10960	Pingente das Trevas+10	Não pode ser refinado ou negociado.
72010	Pena de Ave do Amor	Dobra a taxa de ganho de Pontos de Amor.	+50% Expriência | +20% Velocidade de ataque | +20% Velocidade de Skill | +30% Ataque físico | +10% HP Máximo | +10% MP Máximo | (7 dias)
72011	Pena de Ave do Amor	Dobra a taxa de ganho de Pontos de Amor.	
72012	Pena de Ave do Amor	Dobra a taxa de ganho de Pontos de Amor.	
72013	Pesca Ilustrada	Dobra as chances de pescar um peixe raro.	
72014	Pesca Ilustrada	Dobra as chances de pescar um peixe raro.	
72015	Pesca Ilustrada	Dobra as chances de pescar um peixe raro.	
72016	Terceira Mão	Recolhe automaticamente o Gold derrubado pelos monstros que você derrotar.	
72017	Terceira Mão	Recolhe automaticamente o Gold derrubado pelos monstros que você derrotar.	
72018	Terceira Mão	Recolhe automaticamente o Gold derrubado pelos monstros que você derrotar.	
72019	Expansão de Armazém	Aumenta seu espaço no Armazém para 3 slots.	
72020	Expansão de Armazém	Aumenta seu espaço no Armazém para 3 slots.	Max HP +5% | Max MP +5% | Exp +30% | Velocidade de Skill + 10% | Velocidade do Ataque +10% | Bônus contra monstro +10%
72021	Expansão de Armazém	Aumenta seu espaço no Armazém para 3 slots.	
72022	Moeda Dourada da Sorte	Aumenta em 50% a chance de dropar gold ao derrotar monstros.	
72023	Moeda Dourada da Sorte	Aumenta em 50% a chance de dropar gold ao derrotar monstros.	
72024	Moeda Dourada da Sorte	Aumenta em 50% a chance de dropar gold ao derrotar monstros.	
72025	Palma Perfurante	Aumenta em 10% a chance de um ataque perfurante. Um ataque perfurante bem sucedido ignora a Defesa do oponente.	
72026	Palma Perfurante	Aumenta em 10% a chance de um ataque perfurante. Um ataque perfurante bem sucedido ignora a Defesa do oponente.	
72027	Palma Perfurante	Aumenta em 10% a chance de um ataque perfurante. Um ataque perfurante bem sucedido ignora a Defesa do oponente.	
72028	Máscara Emotiva	Permite demonstrar emoções e realizar ações com seu personagem (através do menu Ações - tecla de atalho B)	
72029	Máscara Emotiva	Permite demonstrar emoções e realizar ações com seu personagem (através do menu Ações - tecla de atalho B)	
72030	Máscara Emotiva	Permite demonstrar emoções e realizar ações com seu personagem (através do menu Ações - tecla de atalho B)	
72031	Ataque do Deus Dragão	Aumento de 12% a 15% no ataque  |  Duração: 30 minutos	
72032	Ataque do Deus Dragão	Aumento de 12% a 15% no ataque  |  Duração: 30 minutos	
72033	Ataque do Deus Dragão	Aumento de 12% a 15% no ataque  |  Duração: 30 minutos	
72034	Defesa do Deus Dragão	Aumento de 12% a 15% na defesa  |  Duração: 30 minutos	
72035	Defesa do Deus Dragão	Aumento de 12% a 15% na defesa  |  Duração: 30 minutos	
72036	Defesa do Deus Dragão	Aumento de 12% a 15% na defesa  |  Duração: 30 minutos	
72037	Vida do Deus Dragão	Aumenta o HP Máximo em 20% |  Duração: 30 minutos	
72038	Vida do Deus Dragão	Aumenta o HP Máximo em 20% |  Duração: 30 minutos	
72039	Vida do Deus Dragão	Aumenta o HP Máximo em 20% |  Duração: 30 minutos	
72040	Sabedoria do Deus Dragão	Aumenta o MP Máximo em 20% |  Duração: 30 minutos	
72041	Sabedoria do Deus Dragão	Aumenta o MP Máximo em 20% |  Duração: 30 minutos	
72042	Sabedoria do Deus Dragão	Aumenta o MP Máximo em 20% |  Duração: 30 minutos	
72043	Liutao	Aumenta em até 30% a exp ganha pelo grupo (deve ser usada pelo líder do grupo).	
72044	Liutao	Aumenta em até 30% a exp ganha pelo grupo (deve ser usada pelo líder do grupo).	
72045	Liutao	Aumenta em até 30% a exp ganha pelo grupo (deve ser usada pelo líder do grupo).	
72046	Palma da Precisão	Aumenta em 10% a chance de um ataque crítico. Um ataque crítico bem sucedido dobra o dano daquele ataque.	
72047	Palma da Precisão	Aumenta em 10% a chance de um ataque crítico. Um ataque crítico bem sucedido dobra o dano daquele ataque.	
72048	Palma da Precisão	Aumenta em 10% a chance de um ataque crítico. Um ataque crítico bem sucedido dobra o dano daquele ataque.	
72049	Anel da Experiência	Aumenta em 50% a experiência obtida ao derrotar monstros.	
72050	Anel da Experiência	Aumenta em 50% a experiência obtida ao derrotar monstros.	
72054	Pingente de Defesa	+20% Resistência Humanóides | +20% Velocidade de ataque | +20% Velocidade de Skill | +30% Ataque físico | +10% Resistência a Skill	
72058	Pacote Espiritual	Contém jóias +0~+3	
72061	Bênção do Deus Dragão+	Evita a perda de experiência ao morrer.	
72064	Suplemento (5%)	Aumenta a chance de adicionar bônus amarelo. | Aumento de 5% da taxa de sucesso total.	
72065	Suplemento (10%)	Aumenta a chance de adicionar bônus amarelo. | Aumento de 10% da taxa de sucesso total. 	
72066	Suplemento (20%)	Aumenta a chance de adicionar bônus amarelo. | Aumento de 20% da taxa de sucesso total. 	
72067	Suplemento (50%)	Aumenta a chance de adicionar bônus amarelo. | Aumento de 50% da taxa de sucesso total.	
72068	Reinício Sung Ma (FOR)	Reinicia os pontos do Ímpeto de Sung Ma (FOR) e retorna os pontos distribuídos.	
72069	Reinício Sung Ma (VIT)	Reinicia os pontos do Ímpeto de Sung Ma (VIT) e retorna os pontos distribuídos.	
72070	Reinício Sung Ma (RES)	Reinicia os pontos do Ímpeto de Sung Ma (RES) e retorna os pontos distribuídos.	
72071	Reinício Sung Ma (INT)	Reinicia os pontos do Ímpeto de Sung Ma (INT) e retorna os pontos distribuídos.	
72301	Pergaminho da Paz	Elimina o risco de um item ser destruído quando a refinação falha. Em caso de falha, a refinação do item será reduzida em 1 nível.	Arraste o pergaminho até o item para usar | O item a ser refinado não será destruído em caso de falha | Item de recompensa de missão | Não pode ser negociado ou descartado.
72302	Liutao	Enquanto o líder de um grupo estiver equipado com este livro, todos os membros ganharão 30% mais pontos de experiência durante 3 horas.	Enquanto usado pelo líder do grupo, a experiência recebida pelo grupo aumentará em 30% | Item de recompensa de missão
72303	Anel da Experiência	Aumenta a taxa de experiência em 50% durante 1 hora.	Enquanto equipado, receberá mais experiência | Não é possível retirá-lo depois de equipado | Item de recompensa de missão
72304	Esfera da Bênção	Esta lendária esfera adiciona um quinto atributo a itens que já possuem quatro atributos. A adição possui chance de falha.	Poderá adicionar mais um bônus em equipamentos com 4 bônus | Item de recompensa de missão | Não pode ser negociado ou descartado.
72305	Espelho do Sumiço	Item de recompensa de missão | Não pode ser negociado ou descartado.	
72306	Memórias do Ferreiro	Um memorando do ferreiro que mostra como refinar itens. Aumenta em 100% chance de refinar um item de +4 para +5.	Ao usar, refinará item de +4 para +5 com 100% de chance de sucesso. | Item de recompensa de missão
72307	Memórias de Prudente	Um memorando do ferreiro que mostra como refinar itens. Aumenta em 100% chance de refinar um item de +5 para +6.	Ao usar, refinará item de +5 para +6 com 100% de chance de sucesso.
72308	Ferro Eterno	Ao combinar este item com um Pergaminho da Paz, poderá criar um Pergaminho do Jihad.	Item de recompensa de missão | Não pode ser negociado ou descartado.
72309	Livro do Ferreiro	Este livro contém a alma de um antigo ferreiro. Ao usar, aumenta a chance de sucesso ao refinar um item.	Item de recompensa de missão | Não pode ser negociado ou descartado.
72310	Pergaminho do Exorcismo	Eliminará a maldição do espírito maligno, se o aprendizado não for bem-sucedido. Com a ajuda deste pergaminho você poderá ler outro livro de habilidade no mesmo dia.	Item de recompensa de missão | Não pode ser negociado ou descartado.
72311	Poção do Deus Dragão	Uma bênção com a qual seu HP e MP são imediatamente recuperados em 100%.	Item de recompensa de missão | Não pode ser negociado ou descartado.
72312	Ataque do Deus Dragão	Aumenta seu ataque em 20% ao usar.	Item de recompensa de missão | Não pode ser negociado ou descartado.
72313	Defesa do Deus Dragão	Aumenta sua defesa em 20% ao usar	Item de recompensa de missão | Não pode ser negociado ou descartado.
72314	Pergaminho do Dragão	Elimina o risco de um item ser destruído caso a refinação falhe. Em caso de falha, a refinação do item é reduzida em um nível. Além disso, aumenta a chance de refinação em 10%.	Item de recompensa de missão | Não pode ser negociado ou descartado.
72315	Poção Leopardo	Aumenta a velocidade de movimento em 60%	Item de recompensa de missão | Não pode ser negociado ou descartado.
72316	Livro de Arte em Pedra	Remove todas as joias quebradas de um item. Com isso você terá outra chance de melhorar sua arma ou armadura.	Item de recompensa de missão | Não pode ser negociado ou descartado.
72317	Pergam. do Aprimoramento	Ao utilizar, todos os bônus 'verdes' contidos no item serão sorteados.	Item de recompensa de missão | Não pode ser negociado ou descartado.
72318	Pergam. Novo Aprim.	Ao utilizar, terá chance de adicionar um novo bônus ao item (até um máximo de 4 bônus).	Item de recompensa de missão | Não pode ser negociado ou descartado.
72319	Inventory Expansion Scroll	Use este item para expandir o seu inventário.	
72320	Inventory Expansion Scroll	Use este item para expandir o seu inventário.(Vinculado ao Personagem)	
72321	Anel dos Segredos	Previne o ganho de Experiência pela caça de monstros.	
72322	Mission Reset Item	This item can reset the mission to the 1st stage mission regardless of remaining duration.	
72323	Re-Arranging Item	This item can re-arrange the mission cards of stage.	
72324	Chave Portão do Dragão	Ao usar, o sistema do Portão do Dragão ficará disponível instantaneamente, sem concluir a missão relacionada. Além disso, receberá uma Luz do Dragão Ancestral.	
72325	Transmutation Reversal	Você pode revertar a aparência atual, para a aparência original.	
72328	Ticket Zodiacal (3h)		
72330	Reiniciar Portão	Usado para reiniciar o Portão do Dragão sem utilizar pontos.	Deve ser usado através da interface do Portão do Dragão.
72331	Solvente Raro	Usado para dissolver Fragmento do Portão para receber pontos do Portão do Dragão.	
72332	Solvente Ancestral	Usado para dissolver Fragmento do Portão para receber pontos do Portão do Dragão.	
72333	Solvente Lendário	Usado para dissolver Fragmento do Portão para receber pontos do Portão do Dragão.	
72334	Fragmento do Portão	Arraste para cima de um solvente para receber pontos do Portão do Dragão.	
72335	Fragmento do Portão+	Arraste para cima de um solvente para receber pontos do Portão do Dragão.	
72336	Luz do Dragão Ancestral	Ao usar, receberá 500 pontos do Portão do Dragão.	
72337	Luz do Dragão Lendário	Ao usar, receberá 1000 pontos do Portão do Dragão.	
72338	Caixa de Solvente	Caixa que contém um solvente.	
72339	Invocar Metin (Yohara)	A Metin invocada fora da área de Yohara não dará nenhum tipo de recompensa. | Pode ser usado por nível Conquistador.	
72340	Caixa de Correio	Com isso, você poderá abrir seu correio.	
72343	Reverter Transmutação	Retorna a aparência da montaria ao original.	
72344	Transmutar Montaria	Usado para alterar a aparência da montaria na opção [Transmutar Montaria] no Theowahdan.	
72346	Bênção Áurea	Altera os bônus amarelos do equipamento.	
72347	Espiral do Tempo (10%)	Reduz em 10% o tempo de espera entre entregas de itens em missões do biólogo ou na adição de bônus áureo.	
72348	Espiral do Tempo (20%)	Reduz em 20% o tempo de espera entre entregas de itens em missões do biólogo ou na adição de bônus áureo.	
72349	Espiral do Tempo (30%)	Reduz em 30% o tempo de espera entre entregas de itens em missões do biólogo ou na adição de bônus áureo.	
72350	Livro do Pesquisador	Usado para reiniciar uma missão dos biólogos, perdendo o bônus permanente da missão relacionada. Ao reiniciar, deverá completar novamente a missão para receber um novo bônus	
72351	Bênção Áurea (10%)	Altera os bônus amarelos do equipamento. Há chance de falha.	
72353	Ornamento de Talismã	Usado para aprimorar Talismã do Ímpeto.	
72354	Pedra Misteriosa Yohara		
72355	Loja Pessoal Premium	Ao usar, receberá permissão temporária para utilizar a Loja Pessoal Premium.	
72356	Premium Private Shop	Ao usar, receberá permissão temporária para utilizar a Loja Pessoal Premium.	
72360	Pergam. Desafio da Metin	Ao usar, uma Metin será invocada nas proximidades. | Ao ser usado em Yohara, terá benefícios adicionais.	
72501	Anel de Experiência-LAN	Dobra a experiência ganha derrotando monstros. Uso exclusivo em uma Lan House parceira.	
72502	Luva do Ladrão-LAN	Dobra a chance de drop de itens. Uso exclusivo em uma Lan House parceira.	
72723	Benção de Helong(P)	A benção de Helong é uma poção feita da energia recebida dos dragões, isso mantém o vigor de quem a usa sempre em seu melhor estado.	Recupera até 1.000.000 HP.
72724	Benção de Helong(M)	A benção de Helong é uma poção feita da energia recebida dos dragões, isso mantém o vigor de quem a usa sempre em seu melhor estado.	Recupera até 3.000.000 HP.
72725	Benção de Helong(G)	A benção de Helong é uma poção feita da energia recebida dos dragões, isso mantém o vigor de quem a usa sempre em seu melhor estado.	Recupera até 7.000.000 HP.
72726	Benção de Helong(S)	A benção de Helong é uma poção feita da energia recebida dos dragões, isso mantém o vigor de quem a usa sempre em seu melhor estado.	Recupera até 10.000.000 HP e aumenta HP Maximo.
72727	Benção de Yoora(P)	A benção de Yoora é uma poção feita da energia recebida dos dragões, isso mantém o estado mental de quem a usa sempre em seu melhor estado.	Recupera até 100.000 MP.
72728	Benção de Yoora(M)	A benção de Yoora é uma poção feita da energia recebida dos dragões, isso mantém o estado mental de quem a usa sempre em seu melhor estado.	Recupera até 300.000 MP.
72729	Benção de Yoora(G)	A benção de Yoora é uma poção feita da energia recebida dos dragões, isso mantém o estado mental de quem a usa sempre em seu melhor estado.	Recupera até 700.000 MP.
72730	Benção de Yoora(S)	A benção de Yoora é uma poção feita da energia recebida dos dragões, isso mantém o estado mental de quem a usa sempre em seu melhor estado.	Recupera até 1.000.000 MP e aumenta MP Máximo.
72734	Caixa da Sorte	Clique no botão Reusar Caixa da Sorte até receber o item que deseja (uma taxa em Gold será cobrada). | Ao clicar em Receber item, você receberá o item. | O item é exibido quando parar o uso. | Ao abrir a Caixa da Sorte, ela não retornará ao seu estado inicial, então abra a Caixa da Sorte com cuidado.	
72735	Caixa da Sorte+	Clique no botão Reusar Caixa da Sorte até receber o item que deseja (uma taxa em Gold será cobrada). | Ao clicar em Receber item, você receberá o item. | O item é exibido quando parar o uso. | Ao abrir a Caixa da Sorte+, ela não retornará ao seu estado inicial, então abra a Caixa da Sorte+ com cuidado.	
72738	Caixa da Sorte Royale	Ao abrir a Caixa da Sorte Royale, ela não retornará ao seu estado inicial, então abra a caixa com cuidado. Clique no botão Reusar Caixa da Sorte até receber o item que deseja (uma taxa em gold será cobrada).	
72740	Licença de Mercenário	Licença para contratar mercenários | Necessário nível Conquistador ou superior | Pode ser usado após completar a missão de pré-requisito do mercenário	
72749	Medicar Mercenário	Utilizado para curar mercenário lesionado | Necessário 72 horas de tratamento	Clique no botão Medicar no Gerenciamento de Mercenários para utilizar o item
72750	Cura Rápida Mercenárioo	Utilizado para curar mercenário lesionados instantaneamente	Clique no botão Cura rápida no Gerenciamento de Mercenários para utilizar o item
72751	Reforçar Vigor (1000)	Aumenta o vigor máximo em 1000 | No final do período, o vigor restante será mantido | Prazo de aplicação: 7 dias	
72752	Essência do Legionário	Possibilita obter uma recompensa extra ao completar a missão mercenária utilizando este item | Pode ser usado ao receber a recompensa	
