AFF_LOVE_POINT	Pontos de Amor: %d%%
TOOLTIP_SKILL_DAMAGE_SALPOONG	Aumenta o dano do Sopro do Lobo em %d%% 	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Aumenta o dano do Mergulho do Lobo em %d%% 	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Aumenta o dano da Garra do Lobo em %d%% 	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Diminui o dano básico recebido por monstros tipo CHEFE em %d%% 	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Diminui o dano de skills recebidas por monstros tipo CHEFE em %d%% 	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Aumenta o dano básico causado à monstros tipo CHEFE em %d%% 	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Aumenta o dano de skills causados à monstros tipo CHEFE em %d%% 	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Durante batalha, chance de receber dano contra Fogo por %d seg 	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Durante batalha, chance de receber dano contra Gelo por %d seg	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Durante batalha, chance de receber dano contra Relâmpago por %d seg	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Durante batalha, chance de receber dano contra Vento por %d seg	SA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Durante batalha, chance de receber dano contra Trevas por %d seg	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Durante batalha, chance de receber dano contra Terra por %d seg	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Durante batalha, chance de receber resistência contra Fogo por %d seg	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Durante batalha, chance de receber resistência contra Gelo por %d seg	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Durante batalha, chance de receber resistência contra Relâmpago por %d seg	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Durante batalha, chance de receber resistência contra Vento por %d seg	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Durante batalha, chance de receber resistência contra Trevas por %d seg	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Durante batalha, chance de receber resistência contra Terra por %d seg	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Ao usar Alma do Lobo Índigo, receberá bônus de vel. de mov. por %d seg	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Ao usar Alma do Lobo Índigo, receberá bônus de vel. de skill por %d seg	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Ao usar Retalhar, receberá bônus de chance de crítico por %d seg.	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Ao usar Venenos de Serpente, receberá bônus de ataque por %d seg	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Ao usar Flecha Venenosa, receberá bônus de ataque por %d seg	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Ao usar Alma do Lobo Rubro, receberá bônus de defesa por %d seg	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Ao usar Lâmina Sombria, receberá bônus de defesa por %d seg	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Ao usar Medo, receberá bônus de ataque por %d seg	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Ao usar Evocar Elemental, receberá bônus de ataque por %d seg	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Ao usar Proteção Sobrenatural, receberá bônus de vel. de skill por %d seg	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Ao usar Escudo de Dragão, receberá bônus de defesa por %d seg	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Ao usar Olhos de Dragão, receberá bônus de ataque por %d seg	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Ao usar Curar Ferimentos, receberá bônus de ataque por %d seg	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Ao usar Encantamentos Naturais, receberá bônus de defesa por %d seg	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Ao usar Força Vital, receberá bônus de ataque por %d seg	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Ao usar Defesa Superior, receberá bônus de vel. de skill por %d seg	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Ao usar Espada Celeste, receberá bônus de ataque por %d seg	SA
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Aumenta a duração de Esconder em %d seg 	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Aumenta a duração de Passos Leves em %d seg 	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Aumenta a duração de Lâmina Espiritual em %d seg 	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Aumenta a duração de Alma do Lobo Rubro em %d seg 	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Ao usar Vórtice, converterá %d%% do dano em HP	SA
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Ao usar Punhalada Surpresa, converterá %d%% do dano em HP	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Ao usar Tiro Concentrado, converterá %d%% do dano em HP	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Ao usar Dragão Veloz, converterá %d%% do dano em HP	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Ao usar Corrente Elétrica, converterá %d%% do dano em HP 	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Ao usar Garra do Lobo, converterá %d%% do dano em MP	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Chance de %d%% da Técnica Cortante causar atordoamento	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Chance de %d%% da Acrobacia causar atordoamento	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	Chance de %d%% do Dissipar Magia causar atordoamento	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	Chance de %d%% da Espiral da Escuridão causar atordoamento	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Chance de %d%% do Mergulho do Lobo causar atordoamento	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	Chance de %d%% da Sequência de Golpe causar atordoamento	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	Chance de %d%% do Impacto Terrestre empurrar o adversário	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	Chance de %d%% do Veneno Traiçoeiro empurrar o adversário	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	Chance de %d%% do Palmo de Energia empurrar o adversário	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	Chance de %d%% do Fogo das Sombras empurrar o adversário	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Chance de %d%% do Mergulho do Lobo empurrar o adversário	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	Chance de %d%% da Chuva de Flechas empurrar o adversário	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Ao usar Sequência de Golpe, há 10%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Ao usar Disparo de Energia, há 10%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Ao usar Avanço Ágil, há 10%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Ao usar Chuva de Flechas, há 10%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Ao usar Ciclone, há 10%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Ao usar Esfera Espiritual, há 10%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Ao usar Energia Concentrada, há 10%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Ao usar Lança Elétrica, há 10%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Ao usar Sopro do Lobo, há 10%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Ao usar Garra do Lobo, há 10%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Converte %d%% do dano recebido em HP	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Converte %d%% do dano recebido em MP	SA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Honra baixa aumenta o dano causado	SNA
TOOLTIP_NORMAL_DAMAGE_GUARD	Chance de %d%% de bloquear dano básico	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Quando o HP total estiver acima de90%%, o dano recebido diminui em %d%%	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Ao usar Magia Negra, converterá %d%% do dano em HP	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Ao usar Rugido do Dragão, converterá %d%% do dano em HP	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Ao usar Campo Estático, converterá %d%% do dano em HP	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	Efeito do primeiro bônus adicional +%d%%	SA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	Efeito do segundo bônus adicional +%d%%	SA
TOOLTIP_THIRD_ATTRIBUTE_BONUS	Efeito do terceiro bônus adicional +%d%%	SA
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	Efeito do quarto bônus adicional +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	Efeito do quinto bônus adicional +%d%%	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Ao usar Sequência de Golpe, há 20%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Ao usar Disparo de Energia, há 20%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Ao usar Avanço Ágil, há 20%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Ao usar Chuva de Flechas, há 20%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Ao usar Ciclone, há 20%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Ao usar Esfera Espiritual, há 20%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Ao usar Energia Concentrada, há 20%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Ao usar Lança Elétrica, há 20%% de chance do próximo cooldown ser %d seg menore	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Ao usar Sopro do Lobo, há 20%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Ao usar Garra do Lobo, há 20%% de chance do próximo cooldown ser %d seg menor	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Ao usar Retalhar, converterá %d%% do dano em HP	SA
ATTR_6TH_7TH_POSSIBILITY	Possível adicionar bônus
FRAGMENT_COMB_COST	Taxa de combinação: %s
ATTR_6TH_7TH_DESC1	A. Para adicionar bônus áureo, é necessário inserir o fragmento correto.
ATTR_6TH_7TH_DESC2	B. A chance de sucesso aumenta em 2% por cada material usado.
ATTR_6TH_7TH_DESC3	C. A chance de sucesso pode ser aumentada com a adição de Suplementos.
ATTR_6TH_7TH_DESC4	D. O processo de adição do bônus leva 24 horas e o equipamento não pode ser usado no período.
ATTR_6TH_7TH_TOTAL_SUCCESS_PERCENT	Chance de sucesso: %.1f%%
ATTR_6TH_7TH_ADD_QUESTION1	O item não poderá ser usado durante tempo de espera do processo.
ATTR_6TH_7TH_ADD_QUESTION2	Tem certeza que deseja prosseguir?
SELECT_CAN_NOT_DELETE_ATTR67	Personagem não pode ser excluído enquanto está adicionando bônus.
ATTR_6TH_7TH_CHANGE_FAIL	Não há bônus para ser alterado.
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Se o aprimoramento falhar, o nível ficará abaixo do requerido para efeito de conjunto, removendo o efeito.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Ao aprimorar o item, o efeito de conjunto será removido.
REFINE_QUESTION_CONFIRM	Deseja continuar?
SKILL_HIT_PCT	Precisão: +%d
DETAILS_HIT_PCT	Precisão
DETAILS_TOOLTIP_HIT_PCT	Aumenta precisão
TOOLTIP_HIT_PCT	Precisão +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	Bônus Premium de Sung Ma	SNA
TOOLTIP_SUNGMA_STR	Sung Ma FOR +%d	SA 
TOOLTIP_SUNGMA_HP	Sung Ma VIT +%d	SA 
TOOLTIP_SUNGMA_MOVE	Sung Ma RES +%d	SA 
TOOLTIP_SUNGMA_IMMUNE	Sung Ma INT +%d	SA 
TOOLTIP_AFFECT_SUNGMA_DESC	Dominado por Sung Mahi
TOOLTIP_AFFECT_SUNGMA_STR	Sung Ma FOR: %d
TOOLTIP_AFFECT_SUNGMA_HP	Sung Ma VIT: %d
TOOLTIP_AFFECT_SUNGMA_MOVE	Sung Ma RES: %d
TOOLTIP_AFFECT_SUNGMA_IMMUNE	Sung Ma INT: %d
TOOLTIP_SUNGMA_PER_STR	Força de Sung Ma +%d%%	SA
TOOLTIP_SUNGMA_PER_HP	Vitalidade de Sung Ma +%d%%	SA
TOOLTIP_SUNGMA_PER_MOVE	Resistência de Sung Ma +%d%%	SA
TOOLTIP_SUNGMA_PER_IMMUNE	Inteligência de Sung Ma +%d%%	SA
MAP_EASTPLAIN_01	Planície Dongan
MAP_EMPIRECASTLE	Forte Abandonado
MAP_EASTPLAIN_02	Deserto Seogan
MAP_EASTPLAIN_03	Abismo Namgan
CATEGORY_ARMOR_ARMOR_GLOVE	Luvas
CUBE_CATEGORY_ARMOR_GLOVE	Luvas
TOOLTIP_GLOVE	Luvas
STAT_TOOLTIP_SSTR	Diminui a penalidade no ataque
STAT_TOOLTIP_SHP	Diminui a penalidade no HP máximo
STAT_TOOLTIP_SMOVE	Diminui a penalidade na velocidade de movimento
STAT_TOOLTIP_SIMMUNE	Diminui a penalidade ao receber status anormais
STAT_TOOLTIP_BASE_LEVEL	Nível
STAT_TOOLTIP_CONQUEROR_LEVEL	Nível Conquistador
STAT_TOOLTIP_PASSIVE	Bônus de Relíquia
STAT_TOOLTIP_LEVEL	Nível
STAT_TOOLTIP_EXP	Exp
STAT_TOOLTIP_STAT	Status
STAT_TOOLTIP_POINT	Pontos
STAT_TOOLTIP_TAB_CHARACTER	Personagem
STAT_TOOLTIP_TAB_SKILL	Skill
STAT_TOOLTIP_TAB_EMOTICON	Ações
STAT_TOOLTIP_TAB_QUEST	Quests
STAT_TOOLTIP_IMG_CON	VIT
STAT_TOOLTIP_IMG_INT	INT
STAT_TOOLTIP_IMG_STR	FOR
STAT_TOOLTIP_IMG_DEX	DES
STAT_TOOLTIP_SUNGMA_STR	Ímpeto de Sung Ma (FOR)
STAT_TOOLTIP_SUNGMA_HP	Ímpeto de Sung Ma (VIT)
STAT_TOOLTIP_SUNGMA_MOVE	Ímpeto de Sung Ma (RES)
STAT_TOOLTIP_SUNGMA_IMMUNE	Ímpeto de Sung Ma (INT)
STAT_TOOLTIP_HP	HP
STAT_TOOLTIP_SP	MP
STAT_TOOLTIP_ATT	Ataque
STAT_TOOLTIP_DEF	Defesa
STAT_TOOLTIP_MOVE_SPEED	Velocidade de Movimento
STAT_TOOLTIP_ATT_SPEED	Velocidade de Ataque
STAT_TOOLTIP_CAST_SPEED	Velocidade de Skill
STAT_TOOLTIP_MAG_ATT	Ataque Mágico
STAT_TOOLTIP_MAG_DEF	Proteção Mágica
STAT_TOOLTIP_DODGE_PER	Evasão
STAT_TOOLTIP_SUPPORT_SKILL	Skills Secundárias
STAT_TOOLTIP_ACTION	Expressões
STAT_TOOLTIP_REACTION	Ação Especial
STAT_TOOLTIP_SPECIAL_ACTION	Expressões Interativas
GUILDLAND_ABANDON_TEXT1	Deseja desistir do seu terreno de guilda?
GUILDLAND_ABANDON_TEXT2	Está certo disso?
GUILDLAND_ABANDON_TEXT3	Armazém e construções serão removidos.
GUILD_MEMBEROUT_AUTH	Você não possui permissão para expulsão.
GUILD_MEMBEROUT_NOMAL	Deseja expulsar?
GUILD_CHANGEMASTER_TEXT1	Para o membro [%s]
GUILD_CHANGEMASTER_TEXT2	Deseja transferir a posição de líder da guilda?
GUILD_CHANGEMASTER_TEXT3	Está certo de que
GUILD_CHANGEMASTER_TEXT4	deseja transferir?
GUILD_SELECT_ONE	Escolha um membro.
GUILD_SITE_AUCTION_INFO_DEFAULT	Terreno em leilão: Nenhum
GUILD_SITE_AUCTION_END_TIME_DEFAULT	Tempo para iniciar o leilão: Nenhum
GUILD_SITE_AUCTION_INFO	Terreno a ser leiloado: %s / %d,%d
GUILD_SITE_AUCTION_END_TIME	Início do leilão: mês %02d dia %02d hora %02d minuto %02d
GUILD_SITE_AUCTION_STATE_NONE	Os lances foram encerrados.
GUILD_SITE_AUCTION_STATE_WAIT	No mês %02d dia %02d hora %02d minuto %02d, os lances do terreno %s %d,%d serão iniciados.
GUILD_SITE_AUCTION_STATE_REGIST	Terreno de guilda %s %s,%s está aceitando aplicação de lances. Apenas líder de guilda pode aplicar.
GUILD_SITE_AUCTION_STATE_RUN	Os lances serão encerrados em %02d/%02d %02d:%02d.
GUILD_SITE_TAX_INFO	O terreno da guilda será abandonado %s. Todos os itens no armazém da guilda serão deletados.
GUILD_SITE_AUTO_ABNDON_TIME	Abandonamento automático: mês %02d dia %02d hora 00.
GUILD_BUILDING_PLY_PLUS	Compensado+
GUILD_BUILDING_LOG_PLUS	Tronco+
GUILD_BUILDING_STONE_PLUS	Ped. Fundação+
GUILD_BUILDING_SMELT_STONE	Runa
GUILD_OBJECT_POSSIBLE_NEWWORLD	A construção está disponível apenas em Yohara.
GUILD_SITE_AUCTION_MAP_INFO	mês %02d dia %02d hora %02d minuto %02d
GUILDWINDOW_LAND_TAX	Taxa de terreno.
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Restrição de Nível Conquistador: %d
TOOLTIP_AFFECT_GARRISON_BUFF	Imune à maldição de Sung Mahi	SNA
TOOLTIP_AFFECT_GARRISON_DEBUFF	Maldição de Sung Mahi	SNA
CUBE_CATEGORY_JOB	Relíquia de Classe
PASSIVE_ATTR_ADD_FAIL	Falhou em aplicar o bônus
PASSIVE_ATTR_ADD_FAIL_MAX_ATTR	Não é possível adicionar mais bônus
PASSIVE_ATTR_ADD_FAIL_NOT_ENOUGH_JOB_ITEM	Não há relíquia para adicionar bônus.
PASSIVE_ATTR_ADD_SUCCESS	Bônus aplicado com sucesso
PASSIVE_ATTR_CHARGE_FAIL_FULL_TIME	A duração está cheia.
PASSIVE_ATTR_CHARGE_FAIL_NOT_ENOUGH_JOB_ITEM	Não há relíquia para recarregar.
PASSIVE_ATTR_CHARGE_QUESTION	Deseja recarregar a duração?
PASSIVE_ATTR_CHARGE_SUCCESS_MSG	A duração da relíquia foi recarregada.
PASSIVE_ATTR_CONTROL_FAIL_MSG	Não é possível utilizar outras funções enquanto ativado.
PASSIVE_ATTR_COOLTIME_FAIL_MSG	Por favor, tente novamente mais tarde.
PASSIVE_ATTR_NOT_ENOUGH_SUB_ITEM	Necessário materiais espirituais.
PASSIVE_JOB_ACTIVATE_FAIL_NOT_FOUND_ITEM	Necessário equipar Relíquia de classe.
PASSIVE_JOB_DESTROY_POPUP	Caso desequipe, a relíquia será destruída. Deseja continuar?
PASSIVE_JOB_FIRST_ACTIVATE_POPUP1	Ao ativar, não poderá negociar/vender.
PASSIVE_JOB_FIRST_ACTIVATE_POPUP2	Caso desequipe, a relíquia será destruída. Deseja continuar?
PASSIVE_JOB_LEFT_TIME	Tempo restante: %s
PASSIVE_JOB_MAX_TIME	Duração da Relíquia: %s
TOOLTIP_PASSIVE_JOB_DECK	Bônus de Relíquia	SNA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Durante a batalha, chance de aumentar +15 Ímpeto de Sung Ma (FOR) por %d segundos.	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Durante a batalha, chance de aumentar +15 Ímpeto de Sung Ma (RES) por %d segundos.	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Durante a batalha, chance de aumentar +15 Ímpeto de Sung Ma (VIT) por %d segundos.	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Durante a batalha, chance de aumentar +15 Ímpeto de Sung Ma (INT) por %d segundos.	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Ao montar na montaria, receberá Ataque +%d%% por 10 segundos.	SA
TOOLTIP_DISMOUNT_MOVE_SPEED_BONUS_PER	Ao desmontar da montaria, receberá Vel. de Movimento +%d%% por 10 segundos.	SA
TOOLTIP_HIT_AUTO_HP_RECOVERY	Chance de receber efeito da Benção de Helong durante a batalha.	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	Chance de receber efeito da Benção de Yoora durante a batalha.	SNA
TOOLTIP_USE_SKILL_COOLTIME_DECREASE_ALL	Chance de +%d%% de reiniciar cooldown da skill usada.	SA
CUBE_TOOLTIP_PASSIVE_JOB_LEFT_TIME	Tempo restante: {0} ~ {1} hs
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Ao atacar uma Metin, +%d%% dano contra Metin por 5 segundos.	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Ao atacar uma Metin, +%d%% defesa extra por 5 segundos.	SA
TOOLTIP_KILL_BOSS_ITEM_BONUS	Ao derrotar um boss, a chance de obter items aumenta em +%d%%.	SA
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Ao atacar, +%d%% de chance de ativar o efeito do Manto da Bravura.	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Chance de %d%% de evitar a morte uma vez e curar 30%% do HP.	SA
TOOLTIP_AUTO_PICKUP	Chance de %d%% de coletar itens dropados durante 30 segundos.	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	Ao ser atacado em uma montaria, %d%% de chance de não ser derrubado durante 20 segundos.	SA
SUNGMAHEE_TOWER_ENTER_FAIL_FLOOR	Você deve concluir o andar anterior.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_MOUNT	Não pode entrar enquanto estiver em montaria.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_CONQUEROR_LEVEL	Necessário obter nível Conquistador.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_ITEM	Não possui o Passe da Torre Infernal.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_PARTY	Não pode entrar enquanto estiver em grupo.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_POLYMORPH	Não pode entrar enquanto estiver transfigurado.
SUNGMAHEE_TOWER_FLOOR_TEXT	{0}º andar
SUNGMAHEE_TOWER_MY_RANK_TEXT	{0}ª colocação
TOOLTIP_APPLY_IMMUNE_POISON100	Imune à envenenamento	SNA
TOOLTIP_APPLY_IMMUNE_BLEEDING100	Imune à sangramento	SNA
TOOLTIP_AFFECT_FLAG_CANNOT_ATTACK	Não pode atacar fisicamente	
TOOLTIP_AFFECT_FLAG_CANNOT_USE_SKILL	Não pode atacar com skills	
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	Você falhou no desafio. Será movidos para fora em instantes.	
TOOLTIP_AFFECT_SUNGMAHEE_TOWER_CURSE	10%% do HP máximo será drenado a cada 10 segundos (acúmulo %d)	SA
MAP_SUNGMAHEE_TOWER_DUNGEON	Torre Infernal de Sung Mahi
MAP_SUNGMAHEE_TOWER_WAIT	Torre Infernal de Sung Mahi
EMOTION_SMH	Torre de Sung Mahi
MAP_MAZE_DUNGEON_01	Caverna Gnoll 1A
MAP_MAZE_DUNGEON_02	Caverna Gnoll 2A
MAP_MAZE_DUNGEON_03	Caverna Gnoll 3A
TOOLTIP_AFFECT_CHEONUN	Proteção Etérea	SNA
TOOLTIP_AFFECT_SUNGMA_STR_BUFF	Increases your Sung Ma's will (STR) by +%d.	SA
TOOLTIP_AFFECT_SUNGMA_STR_DEBUFF	Sung Ma FOR -20	SNA
TOOLTIP_AFFECT_SUNGMA_MOVE_BUFF	Increases your Sung Ma's will (RES) by +%d.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE_DEBUFF	Sung Ma RES -20	SNA
TOOLTIP_AFFECT_SUNGMA_HP_BUFF	Increases your Sung Ma's will (VIT) by +%d.	SA
TOOLTIP_AFFECT_SUNGMA_IMMUNE_BUFF	Increases your Sung Ma's will (INT) by +%d.	SA
TOOLTIP_AFFECT_SUNGMA_ALL	Increases all Sung Ma stats by 10%.	SNA
DETAILS_0	Bônus contra Metin
DETAILS_TOOLTIP_0	Aumenta o dano causado em Metins
TOOLTIP_ATTBONUS_STONE	+%d%% Dano contra Metin	SA
TOOLTIP_ATTBONUS_PER_HUMAN	Bônus contra Humanóides (%%) +%d%%	SA
TOOLTIP_ATTBONUS_PER_ANIMAL	Bônus contra Animais (%%) +%d%%	SA
TOOLTIP_ATTBONUS_PER_ORC	Bônus contra Orcs (%%) +%d%%	SA
TOOLTIP_ATTBONUS_PER_MILGYO	Bônus contra Fanáticos (%%) +%d%%	SA
TOOLTIP_ATTBONUS_PER_UNDEAD	Bônus contra Mortos-Vivos (%%) +%d%%	SA
TOOLTIP_ATTBONUS_PER_DEVIL	Bônus contra Demônios (%%) +%d%%	SA
TOOLTIP_ENCHANT_PER_ELECT	Bônus contra Relâmpago (%%) +%d%%	SA
TOOLTIP_ENCHANT_PER_FIRE	Bônus contra Fogo (%%) +%d%%	SA
TOOLTIP_ENCHANT_PER_ICE	Bônus contra Gelo (%%) +%d%%	SA
TOOLTIP_ENCHANT_PER_WIND	Bônus contra Vento (%%) +%d%%	SA
TOOLTIP_ENCHANT_PER_EARTH	Bônus contra Terra (%%) +%d%%	SA
TOOLTIP_ENCHANT_PER_DARK	Bônus contra Trevas (%%) +%d%%	SA
TOOLTIP_ATTBONUS_PER_CZ	Bônus contra Zodiacais (%%) +%d%%	SA
TOOLTIP_ATTBONUS_PER_INSECT	Bônus contra Insetos (%%) +%d%%	SA
TOOLTIP_ATTBONUS_PER_DESERT	Bônus contra Desérticos (%%) +%d%%	SA
TOOLTIP_ATTBONUS_PER_STONE	Bônus contra Metins (%%) +%d%%	SA
